order_id,customer_id,order_date,revenue,items_count,used_coupon,returned,channel
O0001054,C000248,2024-11-12,23.11,3,0,0,web
O0001055,C000248,2025-07-18,40.56,6,0,0,store
O0001056,C000249,2023-03-04,28.22,2,0,0,web
O0001057,C000249,2023-10-10,22.8,5,0,0,store
O0001058,C000249,2024-02-22,11.78,2,1,0,web
O0001059,C000251,2024-11-24,4.42,6,0,0,web
O0001060,C000252,2023-08-14,37.38,2,0,0,web
O0001061,C000252,2024-03-30,15.8,2,0,0,web
O0001062,C000252,2024-05-15,86.83,2,1,0,app
O0001063,C000252,2024-05-29,19.46,5,0,1,app
O0001064,C000252,2024-07-22,54.72,1,1,0,app
O0001065,C000252,2024-11-08,13.31,4,0,0,app
O0001066,C000252,2024-12-09,13.68,1,0,0,store
O0001067,C000252,2024-12-24,24.38,4,0,0,web
O0001068,C000252,2025-01-19,13.31,1,1,1,app
O0001069,C000254,2023-10-07,13.72,6,0,0,web
O0001070,C000254,2023-11-11,20.03,3,0,0,app
O0001071,C000255,2023-08-03,22.78,2,0,0,app
O0001072,C000255,2023-09-07,40.26,6,0,1,app
O0001073,C000255,2023-10-02,49.33,3,0,0,web
O0001074,C000255,2023-10-22,18.98,3,0,0,app
O0001075,C000255,2023-12-30,15.64,5,0,0,app
O0001076,C000255,2024-01-04,13.17,5,0,0,web
O0001077,C000255,2024-04-11,60.05,6,0,0,web
O0001078,C000255,2024-10-08,14.25,1,0,0,web
O0001079,C000255,2025-02-26,11.28,4,1,0,app
O0001080,C000255,2025-06-09,26.92,6,0,0,store
O0001081,C000256,2023-03-06,84.42,5,1,0,web
O0001082,C000256,2024-03-15,12.32,4,0,0,web
O0001083,C000256,2024-10-04,12.15,4,0,0,app
O0001084,C000257,2023-03-04,23.82,1,0,0,app
O0001085,C000257,2024-05-23,20.13,4,0,0,web
O0001086,C000257,2024-07-04,23.33,4,0,0,web
O0001087,C000257,2024-09-06,20.05,4,1,0,web
O0001088,C000257,2024-12-01,21.08,2,0,0,web
O0001089,C000257,2025-03-18,7.85,6,1,0,web
O0001090,C000258,2023-03-23,44.93,2,0,0,web
O0001091,C000258,2023-05-22,52.74,3,0,0,web
O0001092,C000258,2023-07-09,21.43,4,0,0,web
O0001093,C000258,2025-04-10,24.7,6,0,0,store
O0001094,C000258,2025-04-25,31.59,4,0,0,web
O0001095,C000258,2025-06-04,36.11,3,1,0,store
O0001096,C000259,2023-09-12,11.05,6,0,0,web
O0001097,C000260,2023-02-28,28.1,5,0,0,web
O0001098,C000260,2023-03-31,21.46,5,0,0,store
O0001099,C000260,2023-12-25,27.47,5,1,0,web
O0001100,C000260,2024-01-08,14.56,4,1,0,store
O0001101,C000260,2024-07-19,12.6,3,1,0,store
O0001102,C000260,2024-10-02,54.34,1,0,0,app
O0001103,C000261,2024-09-12,17.88,1,0,0,web
O0001104,C000262,2024-05-28,68.17,5,1,0,web
O0001105,C000262,2024-08-23,27.63,1,0,0,store
O0001106,C000262,2024-09-25,28.07,1,0,0,web
O0001107,C000262,2024-12-25,30.2,5,0,0,web
O0001108,C000262,2025-03-11,19.28,2,0,0,web
O0001109,C000262,2025-07-16,12.76,2,0,0,web
O0001110,C000263,2023-02-19,30.98,6,0,0,web
O0001111,C000263,2023-09-12,25.46,3,1,0,app
O0001112,C000263,2023-09-17,89.33,5,0,0,web
O0001113,C000263,2023-11-14,31.37,4,0,0,web
O0001114,C000263,2023-11-17,11.92,5,1,0,web
O0001115,C000263,2023-12-30,20.93,4,0,0,app
O0001116,C000263,2024-02-11,22.65,2,0,0,web
O0001117,C000263,2024-07-05,56.0,3,0,0,app
O0001118,C000263,2024-07-14,14.33,3,0,0,app
O0001119,C000263,2024-08-31,29.43,4,0,0,app
O0001120,C000263,2025-06-03,39.78,6,0,0,web
O0001121,C000265,2024-03-25,29.62,2,1,0,web
O0001122,C000265,2024-05-31,27.02,3,0,0,store
O0001123,C000265,2024-08-18,14.28,1,1,0,app
O0001124,C000265,2024-11-30,33.69,6,0,0,store
O0001125,C000265,2024-12-07,33.4,3,0,0,web
O0001126,C000265,2024-12-07,21.54,2,1,0,web
O0001127,C000266,2023-03-20,25.4,4,0,0,web
O0001128,C000266,2023-11-03,16.99,1,1,0,app
O0001129,C000266,2025-02-11,23.13,2,0,0,app
O0001130,C000267,2023-05-11,17.67,1,1,0,app
O0001131,C000267,2023-12-13,30.02,5,0,0,app
O0001132,C000267,2025-01-08,20.57,4,0,0,app
O0001133,C000267,2025-06-30,23.16,2,1,0,web
O0001134,C000268,2023-07-15,38.35,4,0,0,app
O0001135,C000268,2023-07-17,12.02,4,0,0,app
O0001136,C000268,2024-06-11,15.87,5,0,0,web
O0001137,C000268,2025-06-22,22.05,1,1,0,web
O0001138,C000269,2023-10-10,27.99,5,0,0,app
O0001139,C000269,2023-11-23,26.06,5,1,0,web
O0001140,C000269,2024-10-05,14.75,6,1,0,app
O0001141,C000269,2024-11-30,29.34,3,0,0,web
O0001142,C000270,2023-05-16,28.86,2,0,0,app
O0001143,C000270,2023-07-06,29.44,2,0,0,store
O0001144,C000270,2023-07-10,10.95,1,0,1,store
O0001145,C000270,2023-10-08,8.2,3,0,0,store
O0001146,C000270,2024-01-31,25.05,6,0,0,app
O0001147,C000270,2024-07-21,37.4,6,0,0,store
O0001148,C000270,2024-12-08,26.08,2,0,0,web
O0001149,C000270,2025-06-01,17.51,3,0,0,web
O0001150,C000271,2023-08-31,39.62,4,0,0,web
O0001151,C000271,2024-10-08,67.45,3,0,0,web
O0001152,C000271,2025-06-17,44.84,4,1,0,app
O0001153,C000272,2024-01-02,20.92,1,0,0,store
O0001154,C000272,2024-03-13,35.87,4,1,0,web
O0001155,C000272,2024-09-14,17.91,5,1,0,app
O0001156,C000272,2024-10-21,92.02,3,0,0,store
O0001157,C000272,2024-12-02,42.71,2,0,0,web
O0001158,C000273,2024-04-21,46.84,4,0,0,web
O0001159,C000273,2024-07-26,39.37,1,0,0,web
O0001160,C000273,2025-03-27,28.75,5,0,0,app
O0001161,C000274,2023-11-27,51.6,4,0,0,app
O0001162,C000274,2023-12-07,45.83,5,0,0,app
O0001163,C000274,2024-04-06,40.1,6,1,0,app
O0001164,C000274,2024-11-16,56.2,5,0,0,web
O0001165,C000274,2025-02-28,10.8,2,0,0,web
O0001166,C000275,2023-05-01,20.16,6,0,0,app
O0001167,C000275,2024-03-07,20.23,4,1,0,web
O0001168,C000275,2024-04-12,52.09,6,1,0,web
O0001169,C000275,2024-10-13,56.72,3,1,0,web
O0001170,C000275,2024-10-30,41.74,2,0,0,web
O0001171,C000275,2025-01-18,55.08,6,0,0,web
O0001172,C000276,2024-03-12,18.57,3,0,0,store
O0001173,C000276,2024-11-22,6.37,2,0,0,web
O0001174,C000276,2025-08-02,37.48,3,1,0,web
O0001175,C000277,2025-03-04,48.38,1,1,0,app
O0001176,C000277,2025-05-18,8.15,6,0,0,web
O0001177,C000278,2023-11-07,34.13,5,0,0,web
O0001178,C000278,2024-01-23,23.72,6,0,0,web
O0001179,C000279,2024-02-28,11.56,5,0,0,web
O0001180,C000279,2024-03-02,24.36,1,1,0,web
O0001181,C000279,2024-08-17,26.8,1,1,0,web
O0001182,C000280,2023-05-11,53.19,3,0,0,web
O0001183,C000280,2023-05-27,27.42,4,1,0,web
O0001184,C000280,2023-10-18,46.66,3,0,0,web
O0001185,C000280,2024-05-04,25.49,2,0,0,web
O0001186,C000280,2024-05-22,71.6,5,0,0,web
O0001187,C000280,2024-06-03,29.26,2,0,0,web
O0001188,C000280,2024-06-13,27.23,3,0,0,web
O0001189,C000280,2024-09-26,13.32,5,1,0,web
O0001190,C000280,2024-11-22,18.5,3,0,0,web
O0001191,C000280,2025-04-07,28.91,6,0,1,app
O0001192,C000280,2025-07-30,17.75,4,0,0,store
O0001193,C000281,2023-02-07,13.84,6,0,0,app
O0001194,C000281,2023-03-09,26.2,4,1,0,web
O0001195,C000281,2023-08-24,40.74,3,0,0,web
O0001196,C000281,2023-09-05,15.63,5,0,0,web
O0001197,C000281,2024-05-04,15.5,3,0,0,web
O0001198,C000281,2024-11-21,18.17,4,1,0,web
O0001199,C000281,2025-08-06,15.57,4,0,0,app
O0001200,C000282,2024-01-28,34.62,1,0,0,web
O0001201,C000283,2023-04-21,27.91,1,0,0,app
O0001202,C000284,2023-10-17,13.81,5,0,0,store
O0001203,C000284,2025-04-23,37.4,2,1,0,web
O0001204,C000285,2024-06-18,22.83,1,1,0,app
O0001205,C000285,2025-01-04,21.48,4,1,0,web
O0001206,C000285,2025-05-03,25.77,3,0,0,web
O0001207,C000285,2025-06-06,24.04,6,0,0,app
O0001208,C000286,2023-03-11,41.94,5,0,0,web
O0001209,C000286,2023-12-11,10.93,5,1,0,store
O0001210,C000286,2024-04-07,23.39,1,0,0,app
O0001211,C000286,2025-03-11,42.46,1,0,0,app
O0001212,C000287,2023-09-09,20.16,1,0,0,store
O0001213,C000287,2024-02-07,40.95,6,0,0,app
O0001214,C000287,2024-03-18,29.92,4,0,0,app
O0001215,C000287,2024-03-19,22.3,1,0,0,web
O0001216,C000287,2024-04-09,12.8,5,0,0,web
O0001217,C000287,2024-04-21,25.46,5,0,1,web
O0001218,C000287,2024-09-25,31.28,1,0,0,web
O0001219,C000287,2024-12-19,22.92,3,0,0,web
O0001220,C000287,2025-02-18,51.44,5,1,0,web
O0001221,C000287,2025-03-13,8.16,5,0,1,web
O0001222,C000288,2023-07-10,14.49,3,0,0,app
O0001223,C000289,2024-09-08,40.04,5,0,0,app
O0001224,C000289,2025-06-12,16.87,6,0,0,web
O0001225,C000289,2025-07-09,31.64,3,0,1,app
O0001226,C000290,2023-05-28,44.45,5,0,0,web
O0001227,C000290,2023-08-01,41.84,6,0,1,app
O0001228,C000290,2023-09-14,16.1,1,0,0,app
O0001229,C000290,2024-08-07,52.49,1,1,0,store
O0001230,C000290,2025-05-12,22.43,5,0,0,web
O0001231,C000290,2025-05-16,29.85,5,0,1,app
O0001232,C000291,2025-05-04,21.26,2,0,0,web
O0001233,C000292,2023-06-04,14.35,3,0,0,web
O0001234,C000292,2023-06-08,11.67,4,0,0,web
O0001235,C000292,2023-09-29,20.5,2,1,0,app
O0001236,C000292,2023-10-26,39.07,3,0,0,web
O0001237,C000292,2023-10-30,12.72,4,0,0,store
O0001238,C000292,2023-11-09,7.8,6,0,0,web
O0001239,C000292,2023-11-14,21.57,6,0,0,web
O0001240,C000292,2023-12-20,122.86,4,1,0,web
O0001241,C000292,2024-02-25,17.03,4,0,0,web
O0001242,C000292,2024-05-26,27.42,4,0,0,web
O0001243,C000292,2024-10-25,18.8,1,1,0,web
O0001244,C000292,2024-11-19,37.92,6,0,0,store
O0001245,C000293,2023-05-31,11.15,6,0,0,web
O0001246,C000293,2025-05-04,73.35,1,0,0,store
O0001247,C000294,2023-04-26,40.39,2,0,0,app
O0001248,C000294,2023-06-01,11.44,2,1,0,web
O0001249,C000294,2023-08-22,44.4,2,0,0,app
O0001250,C000294,2023-09-03,26.59,4,0,0,web
O0001251,C000294,2023-11-21,16.18,5,0,0,store
O0001252,C000294,2023-11-22,9.78,5,0,0,web
O0001253,C000294,2023-12-27,19.68,5,0,0,app
O0001254,C000294,2024-02-07,22.55,6,0,0,web
O0001255,C000294,2024-02-13,22.12,5,1,0,app
O0001256,C000294,2024-05-05,17.12,5,1,0,web
O0001257,C000294,2024-06-23,21.15,6,1,0,web
O0001258,C000294,2025-03-07,38.43,4,1,0,store
O0001259,C000294,2025-04-08,14.38,2,0,0,web
O0001260,C000294,2025-08-16,21.16,4,0,0,store
O0001261,C000295,2023-12-19,19.28,1,0,0,store
O0001262,C000295,2024-01-23,9.64,1,0,0,web
O0001263,C000295,2024-02-15,56.19,6,1,0,web
O0001264,C000295,2024-04-30,17.0,5,0,0,web
O0001265,C000296,2023-10-11,75.31,2,1,1,web
O0001266,C000296,2024-03-17,13.22,4,0,0,web
O0001267,C000296,2024-09-25,20.15,6,0,0,app
O0001268,C000296,2025-01-17,25.62,2,0,0,web
O0001269,C000296,2025-01-30,13.93,5,0,0,web
O0001270,C000296,2025-02-12,22.93,4,0,0,web
O0001271,C000296,2025-02-20,30.53,5,0,0,web
O0001272,C000296,2025-03-17,14.16,2,0,0,web
O0001273,C000296,2025-03-21,43.24,6,0,0,store
O0001274,C000296,2025-07-01,12.45,6,0,0,app
O0001275,C000297,2023-05-07,27.33,5,0,0,store
O0001276,C000297,2023-06-01,22.72,6,0,0,web
O0001277,C000297,2023-07-10,9.84,6,0,0,web
O0001278,C000297,2023-10-13,21.1,3,0,0,web
O0001279,C000297,2024-06-16,57.78,1,0,0,web
O0001280,C000297,2024-08-27,30.75,4,0,0,app
O0001281,C000297,2024-09-01,44.51,1,0,0,web
O0001282,C000297,2024-11-03,16.11,1,1,0,web
O0001283,C000297,2025-02-06,10.28,3,0,0,web
O0001284,C000297,2025-07-21,15.87,6,0,0,app
O0001285,C000298,2023-05-29,12.96,6,0,0,web
O0001286,C000298,2023-07-08,41.46,1,1,0,app
O0001287,C000298,2024-01-08,20.15,3,0,0,app
O0001288,C000298,2024-01-29,49.48,1,0,0,web
O0001289,C000298,2024-05-05,6.05,2,1,0,web
O0001290,C000298,2024-06-02,18.33,6,0,1,web
O0001291,C000298,2025-01-29,45.45,4,1,0,web
O0001292,C000298,2025-02-09,15.32,2,1,0,app
O0001293,C000298,2025-02-23,44.8,2,0,0,app
O0001294,C000298,2025-05-03,17.56,4,0,0,app
O0001295,C000299,2023-06-19,17.63,3,0,0,app
O0001296,C000299,2024-10-06,9.08,1,0,0,web
O0001297,C000299,2025-07-06,55.86,2,0,0,web
O0001298,C000299,2025-07-26,32.14,6,0,0,app
O0001299,C000299,2025-07-27,30.95,2,0,0,web
O0001300,C000299,2025-08-09,10.53,5,1,0,web
O0001301,C000300,2023-06-24,43.19,3,0,0,web
O0001302,C000300,2025-07-16,17.04,1,1,0,app
O0001303,C000301,2023-06-17,31.37,2,0,0,app
O0001304,C000301,2024-02-20,38.2,3,0,0,web
O0001305,C000301,2025-03-15,8.94,2,1,0,web
O0001306,C000302,2023-02-23,36.16,6,0,1,store
O0001307,C000302,2023-06-30,34.05,4,1,0,app
O0001308,C000302,2025-02-02,54.94,3,1,0,web
O0001309,C000303,2024-06-12,21.95,2,1,0,web
O0001310,C000303,2025-03-21,34.02,1,0,0,store
O0001311,C000304,2024-01-09,15.51,3,0,0,web
O0001312,C000304,2024-07-09,33.69,1,1,0,web
O0001313,C000305,2023-05-15,31.63,4,0,0,web
O0001314,C000305,2023-05-18,22.52,2,1,0,web
O0001315,C000305,2023-11-25,42.81,5,0,0,app
O0001316,C000305,2024-01-30,14.14,5,0,0,web
O0001317,C000305,2024-01-30,37.49,4,0,0,web
O0001318,C000305,2024-04-16,13.38,5,0,0,store
O0001319,C000305,2024-06-06,26.25,3,0,0,web
O0001320,C000305,2024-06-08,32.29,4,1,0,app
O0001321,C000305,2024-08-21,21.06,5,0,0,store
O0001322,C000305,2024-08-25,31.32,6,1,0,web
O0001323,C000305,2025-03-22,15.87,6,1,0,web
O0001324,C000305,2025-06-28,39.5,2,0,0,app
O0001325,C000306,2024-12-08,6.1,5,0,0,app
O0001326,C000306,2025-01-22,34.93,1,0,0,web
O0001327,C000307,2023-12-19,13.24,6,0,0,store
O0001328,C000307,2024-11-09,26.31,6,0,1,web
O0001329,C000307,2025-01-26,21.51,1,0,0,app
O0001330,C000307,2025-05-18,7.19,4,0,0,web
O0001331,C000307,2025-05-30,13.46,5,0,0,app
O0001332,C000308,2023-03-19,15.8,3,0,0,web
O0001333,C000308,2023-07-14,21.12,5,0,1,app
O0001334,C000308,2023-10-12,54.15,1,0,0,web
O0001335,C000308,2024-07-03,15.99,1,0,0,web
O0001336,C000308,2024-11-13,34.31,3,0,0,web
O0001337,C000308,2025-01-06,13.36,6,0,0,web
O0001338,C000308,2025-08-08,21.66,2,0,0,app
O0001339,C000309,2023-06-26,15.35,3,0,0,web
O0001340,C000309,2025-04-06,18.75,5,0,1,app
O0001341,C000310,2023-10-13,30.07,4,1,0,web
O0001342,C000310,2024-10-15,33.3,6,0,1,web
O0001343,C000311,2025-01-10,20.76,4,1,0,web
O0001344,C000311,2025-04-04,25.36,4,0,1,app
O0001345,C000311,2025-05-12,34.92,1,0,1,web
O0001346,C000313,2023-02-28,18.34,3,0,0,web
O0001347,C000313,2023-04-22,33.13,4,1,0,store
O0001348,C000314,2023-06-17,79.95,5,0,1,web
O0001349,C000314,2024-06-24,36.33,3,0,0,store
O0001350,C000314,2025-04-23,65.72,2,0,0,web
O0001351,C000315,2023-11-13,22.78,6,0,0,app
O0001352,C000315,2023-11-23,62.24,1,0,0,web
O0001353,C000316,2023-03-24,10.48,2,0,0,web
O0001354,C000316,2023-06-24,8.49,1,0,0,web
O0001355,C000316,2023-07-12,17.7,1,1,1,web
O0001356,C000316,2023-12-31,23.53,1,0,0,store
O0001357,C000316,2024-04-10,20.32,1,0,0,web
O0001358,C000316,2024-06-18,22.77,4,1,0,web
O0001359,C000316,2025-01-18,69.87,6,0,0,web
O0001360,C000316,2025-05-20,12.47,6,0,0,web
O0001361,C000317,2023-06-02,34.91,4,0,0,web
O0001362,C000317,2023-07-09,23.29,2,0,0,app
O0001363,C000317,2023-08-01,50.98,1,0,0,app
O0001364,C000317,2024-06-23,17.77,3,0,0,app
O0001365,C000317,2024-08-21,33.52,1,0,0,store
O0001366,C000317,2025-07-12,11.62,6,0,0,web
O0001367,C000318,2023-06-28,17.33,2,1,0,app
O0001368,C000318,2023-09-25,22.25,1,0,0,web
O0001369,C000318,2024-01-24,19.55,2,0,0,web
O0001370,C000318,2024-02-14,22.18,6,1,0,web
O0001371,C000318,2024-03-24,35.21,3,0,0,app
O0001372,C000318,2024-06-13,26.26,3,0,0,
O0001373,C000318,2024-09-20,10.52,2,0,0,web
O0001374,C000318,2024-10-14,22.41,2,0,0,app
O0001375,C000318,2024-11-07,22.04,6,1,0,web
O0001376,C000318,2025-02-12,28.53,4,0,0,app
O0001377,C000318,2025-03-18,23.8,4,1,0,app
O0001378,C000318,2025-05-29,22.27,5,0,0,web
O0001379,C000318,2025-06-30,40.91,1,0,1,web
O0001380,C000319,2024-01-26,33.05,1,0,0,web
O0001381,C000319,2024-08-31,13.71,4,0,0,web
O0001382,C000319,2025-03-17,19.93,5,0,0,app
O0001383,C000320,2023-02-23,27.45,3,1,0,web
O0001384,C000320,2025-08-03,14.18,6,1,0,store
O0001385,C000320,2025-08-21,42.66,5,0,0,web
O0001386,C000321,2023-11-26,18.98,1,0,0,app
O0001387,C000322,2023-03-16,14.95,5,0,0,web
O0001388,C000322,2023-11-10,31.42,4,0,0,app
O0001389,C000322,2024-08-17,37.87,1,1,0,web
O0001390,C000322,2025-08-30,47.38,3,0,0,web
O0001391,C000323,2023-02-27,34.54,6,0,0,web
O0001392,C000323,2025-04-14,29.13,5,0,1,web
O0001393,C000324,2023-02-17,48.04,5,1,0,app
O0001394,C000324,2023-02-24,82.57,2,0,0,web
O0001395,C000324,2023-11-03,15.22,1,1,0,app
O0001396,C000324,2024-04-27,46.45,6,0,0,web
O0001397,C000324,2024-05-17,14.4,6,0,0,web
O0001398,C000324,2024-07-13,18.46,3,0,0,store
O0001399,C000324,2024-08-09,65.08,4,1,0,app
O0001400,C000324,2024-09-30,27.6,2,1,0,app
O0001401,C000324,2025-02-23,56.96,4,0,0,web
O0001402,C000324,2025-03-20,29.08,5,0,0,web
O0001403,C000325,2025-04-06,21.29,3,1,0,app
O0001404,C000326,2023-03-05,27.32,5,0,1,app
O0001405,C000327,2023-04-20,22.48,2,0,0,web
O0001406,C000327,2023-10-03,32.93,4,0,0,store
O0001407,C000327,2024-05-18,28.08,5,0,1,web
O0001408,C000327,2025-04-05,15.02,1,0,0,app
O0001409,C000328,2023-04-16,12.09,1,0,0,app
O0001410,C000328,2023-04-17,25.65,1,0,0,web
O0001411,C000328,2024-01-06,6.81,3,0,0,store
O0001412,C000329,2023-11-22,24.51,3,1,0,web
O0001413,C000329,2025-01-24,16.64,4,0,0,web
O0001414,C000329,2025-05-24,27.18,5,0,1,web
O0001415,C000329,2025-08-30,17.09,1,1,0,app
O0001416,C000330,2023-05-07,82.11,6,0,0,web
O0001417,C000330,2024-02-03,23.06,3,0,0,app
O0001418,C000330,2024-02-17,29.53,3,0,0,web
O0001419,C000330,2024-06-02,26.11,2,1,0,web
O0001420,C000330,2024-10-07,22.52,5,0,0,app
O0001421,C000330,2024-10-17,35.46,1,0,0,web
O0001422,C000331,2023-09-04,13.49,2,0,0,app
O0001423,C000331,2023-10-20,29.72,4,0,0,web
O0001424,C000332,2023-02-21,21.07,3,0,0,app
O0001425,C000332,2023-03-22,15.41,3,0,0,web
O0001426,C000332,2024-07-04,42.73,4,0,0,app
O0001427,C000332,2025-03-25,18.54,3,0,0,app
O0001428,C000332,2025-06-29,54.62,3,0,0,app
O0001429,C000332,2025-08-10,40.8,3,0,0,web
O0001430,C000333,2023-02-01,8.74,5,0,0,web
O0001431,C000333,2023-06-20,15.3,2,1,0,web
O0001432,C000333,2023-11-28,13.66,2,0,0,store
O0001433,C000333,2023-12-21,44.7,4,0,0,web
O0001434,C000333,2024-06-09,14.48,5,0,0,web
O0001435,C000333,2025-01-03,33.92,1,0,0,web
O0001436,C000333,2025-07-04,17.5,2,0,0,app
O0001437,C000333,2025-07-20,10.59,1,0,0,web
O0001438,C000334,2023-12-07,22.55,6,0,0,web
O0001439,C000334,2024-04-26,17.64,2,0,0,web
O0001440,C000334,2024-05-19,35.68,5,0,0,web
O0001441,C000334,2025-01-30,17.91,5,0,0,app
O0001442,C000335,2023-07-03,34.88,1,1,0,store
O0001443,C000335,2023-08-27,39.1,6,1,0,store
O0001444,C000335,2024-05-01,12.08,1,1,0,app
O0001445,C000335,2024-05-16,18.93,4,1,0,store
O0001446,C000335,2024-08-18,22.13,2,1,0,web
O0001447,C000335,2025-01-20,8.55,2,0,0,web
O0001448,C000335,2025-01-21,34.06,2,0,0,app
O0001449,C000335,2025-03-08,28.59,3,1,0,app
O0001450,C000335,2025-08-16,30.52,3,1,0,web
O0001451,C000337,2023-04-29,25.4,6,0,1,web
O0001452,C000337,2023-06-01,44.66,4,0,0,app
O0001453,C000337,2023-06-23,42.0,1,0,0,web
O0001454,C000337,2024-08-19,18.89,5,0,0,app
O0001455,C000338,2023-02-02,15.48,6,0,0,app
O0001456,C000338,2023-02-03,25.52,5,1,0,web
O0001457,C000338,2023-04-22,22.12,2,0,0,web
O0001458,C000338,2023-10-25,9.61,2,0,0,app
O0001459,C000338,2023-12-28,17.43,6,0,0,store
O0001460,C000338,2024-01-30,143.42,4,0,0,app
O0001461,C000338,2024-08-06,32.73,1,0,0,web
O0001462,C000338,2025-05-04,22.06,4,1,0,web
O0001463,C000339,2023-03-22,62.99,5,0,0,web
O0001464,C000339,2023-06-15,9.4,5,1,0,store
O0001465,C000339,2023-09-11,11.18,6,0,0,web
O0001466,C000339,2023-10-14,28.22,6,1,0,store
O0001467,C000339,2023-10-22,11.17,5,0,0,web
O0001468,C000339,2024-04-03,67.28,4,0,0,app
O0001469,C000339,2024-07-09,10.57,3,0,0,app
O0001470,C000339,2024-09-17,11.68,4,0,0,store
O0001471,C000339,2024-10-19,17.87,3,0,0,web
O0001472,C000339,2025-01-24,42.09,2,1,0,app
O0001473,C000339,2025-02-03,36.26,5,0,0,store
O0001474,C000339,2025-04-08,32.01,4,0,0,web
O0001475,C000339,2025-08-03,27.65,2,0,0,store
O0001476,C000340,2023-03-02,15.86,4,0,0,app
O0001477,C000340,2023-11-06,16.87,5,1,0,app
O0001478,C000340,2024-10-24,32.01,6,0,0,web
O0001479,C000340,2025-06-03,27.77,1,0,0,web
O0001480,C000341,2023-03-31,10.83,2,0,0,web
O0001481,C000341,2023-05-10,24.63,1,1,0,web
O0001482,C000341,2023-07-05,47.28,1,0,0,web
O0001483,C000341,2023-08-02,50.37,3,1,0,app
O0001484,C000341,2024-01-02,14.93,6,0,0,web
O0001485,C000341,2024-01-11,78.6,1,0,0,app
O0001486,C000341,2024-03-11,16.14,5,0,0,web
O0001487,C000341,2024-06-01,16.2,2,0,0,app
O0001488,C000341,2024-06-10,18.1,1,0,0,web
O0001489,C000341,2024-09-25,51.75,3,0,0,web
O0001490,C000341,2024-09-30,29.62,1,1,0,web
O0001491,C000341,2024-11-19,38.86,6,0,0,store
O0001492,C000341,2025-04-01,7.33,1,0,0,app
O0001493,C000341,2025-07-19,23.28,3,0,0,store
O0001494,C000341,2025-08-07,22.55,6,0,0,web
O0001495,C000342,2024-05-18,39.99,4,0,0,app
O0001496,C000342,2024-05-18,23.83,5,0,0,web
O0001497,C000342,2024-11-26,22.83,5,1,0,web
O0001498,C000342,2025-01-02,25.91,4,0,0,web
O0001499,C000342,2025-04-18,7.28,4,1,0,web
O0001500,C000342,2025-05-04,16.26,1,0,1,web
O0001501,C000343,2023-03-17,12.03,6,1,0,app
O0001502,C000343,2023-04-13,41.87,1,0,0,store
O0001503,C000343,2024-03-20,21.38,3,0,0,web
O0001504,C000343,2024-07-18,14.01,4,0,1,app
O0001505,C000344,2024-03-25,14.03,6,0,0,web
O0001506,C000344,2024-10-21,17.23,3,0,0,web
O0001507,C000344,2025-01-14,9.3,4,1,0,web
O0001508,C000344,2025-07-24,22.25,1,0,0,web
O0001509,C000345,2023-05-28,27.39,2,0,0,app
O0001510,C000345,2024-02-21,30.37,1,0,0,web
O0001511,C000345,2024-10-25,28.96,4,0,0,web
O0001512,C000347,2023-03-02,33.11,4,1,0,store
O0001513,C000347,2023-03-30,44.66,4,1,0,web
O0001514,C000347,2023-05-27,30.33,1,0,0,web
O0001515,C000347,2023-06-19,39.66,4,0,0,app
O0001516,C000347,2024-05-02,57.31,3,0,0,web
O0001517,C000347,2024-06-30,6.95,1,0,0,web
O0001518,C000348,2024-01-12,40.32,3,0,0,web
O0001519,C000350,2025-07-22,20.42,5,0,0,web
O0001520,C000351,2023-02-22,75.38,6,0,0,store
O0001521,C000351,2023-06-05,12.14,6,0,0,app
O0001522,C000351,2023-10-15,17.92,2,1,0,store
O0001523,C000351,2023-10-18,11.57,3,0,0,store
O0001524,C000351,2023-10-29,46.16,6,1,0,app
O0001525,C000351,2024-01-11,21.3,5,1,0,app
O0001526,C000351,2024-01-13,12.34,2,1,1,web
O0001527,C000351,2024-03-15,12.45,3,0,0,store
O0001528,C000351,2024-06-29,43.22,4,0,0,web
O0001529,C000351,2024-09-27,34.36,4,0,0,web
O0001530,C000351,2024-09-29,36.66,3,0,0,app
O0001531,C000351,2024-10-15,23.28,1,0,0,store
O0001532,C000351,2024-10-28,38.65,5,0,0,web
O0001533,C000351,2025-02-19,48.08,5,0,0,app
O0001534,C000351,2025-05-04,34.17,5,1,0,app
O0001535,C000351,2025-07-06,10.34,2,0,0,web
O0001536,C000352,2024-02-21,49.88,1,0,0,store
O0001537,C000352,2024-03-20,35.97,2,1,0,app
O0001538,C000352,2025-05-12,21.96,1,0,0,app
O0001539,C000352,2025-08-24,7.19,2,0,1,web
O0001540,C000353,2023-03-23,31.41,4,1,0,app
O0001541,C000353,2023-03-24,23.75,4,1,0,store
O0001542,C000353,2023-07-28,28.09,5,0,0,web
O0001543,C000353,2023-08-17,8.33,4,0,0,web
O0001544,C000353,2023-08-21,33.76,5,1,0,app
O0001545,C000353,2023-12-04,9.57,3,0,0,web
O0001546,C000353,2023-12-13,19.4,6,0,0,store
O0001547,C000353,2023-12-27,30.31,1,0,0,web
O0001548,C000353,2024-01-31,20.88,5,0,0,web
O0001549,C000353,2024-03-22,30.0,2,0,1,app
O0001550,C000353,2024-06-10,25.21,5,1,0,store
O0001551,C000353,2024-06-25,24.21,5,1,0,app
